year,sex,age_group,activity,units,activity_long,Number of people,Average
2004,Female,"(35,45]",lsod,Combined,Outdoor tasks,1400,3.333073344280241
2004,Female,"(35,45]",lschd,Combined,Playing with your children,1400,15.885805026235847
2004,Female,"(35,45]",lsocd,Combined,Playing with other peoples children,1400,1.139010989010989
2004,Female,"(35,45]",lsvol,Combined,Volunteer/Charity work,1400,1.260185185185185
2004,Female,"(35,45]",lscar,Combined,Caring for disabled spouse/relative,1400,1.0097893432465923
2004,Female,"(45,55]",lsemp,Combined,Paid employment,1161,23.71698428619191
2004,Female,"(45,55]",lscom,Combined,Travelling to/from paid employment,1161,2.38236984448952
2004,Female,"(45,55]",lserr,Combined,Household errands,1161,4.873396164021164
2004,Female,"(45,55]",lshw,Combined,Housework,1161,17.335299901671583
2004,Female,"(45,55]",lsod,Combined,Outdoor tasks,1161,3.616833000665336
2004,Female,"(45,55]",lschd,Combined,Playing with your children,1161,4.240143369175628
2004,Female,"(45,55]",lsocd,Combined,Playing with other peoples children,1161,1.6593137254901962
2004,Female,"(45,55]",lsvol,Combined,Volunteer/Charity work,1161,1.3012612612612613
2004,Female,"(45,55]",lscar,Combined,Caring for disabled spouse/relative,1161,2.350036873156342
2004,Female,"(55,65]",lsemp,Combined,Paid employment,833,11.741961852861035
2004,Female,"(55,65]",lscom,Combined,Travelling to/from paid employment,833,1.09253112033195
2004,Female,"(55,65]",lserr,Combined,Household errands,833,5.34723337795627
2004,Female,"(55,65]",lshw,Combined,Housework,833,19.14584980237154
2004,Female,"(55,65]",lsod,Combined,Outdoor tasks,833,4.94820788530466
2004,Female,"(55,65]",lschd,Combined,Playing with your children,833,0.8101719197707736
2004,Female,"(55,65]",lsocd,Combined,Playing with other peoples children,833,2.414788732394366
2004,Female,"(55,65]",lsvol,Combined,Volunteer/Charity work,833,1.6583215796897037
2004,Female,"(55,65]",lscar,Combined,Caring for disabled spouse/relative,833,2.6979166666666665
2004,Female,"(65,75]",lsemp,Combined,Paid employment,585,1.2028688524590163
2004,Female,"(65,75]",lscom,Combined,Travelling to/from paid employment,585,0.09261168384879725
2004,Female,"(65,75]",lserr,Combined,Household errands,585,5.206818181818182
2004,Female,"(65,75]",lshw,Combined,Housework,585,20.894990176817288
2004,Female,"(65,75]",lsod,Combined,Outdoor tasks,585,5.2044156706507305
2004,Female,"(65,75]",lschd,Combined,Playing with your children,585,0.3829113924050633
2004,Female,"(65,75]",lsocd,Combined,Playing with other peoples children,585,1.4392238392238392
2004,Female,"(65,75]",lsvol,Combined,Volunteer/Charity work,585,1.8109756097560976
2004,Female,"(65,75]",lscar,Combined,Caring for disabled spouse/relative,585,2.559128630705394
2004,Female,"(75,Inf]",lsemp,Combined,Paid employment,461,0.0694006309148265
2004,Female,"(75,Inf]",lscom,Combined,Travelling to/from paid employment,461,0.01644736842105263
2004,Female,"(75,Inf]",lserr,Combined,Household errands,461,4.105606995884774
2004,Female,"(75,Inf]",lshw,Combined,Housework,461,18.651321138211383
2004,Female,"(75,Inf]",lsod,Combined,Outdoor tasks,461,3.6612869198312237
2004,Female,"(75,Inf]",lschd,Combined,Playing with your children,461,0.05592105263157895
2004,Female,"(75,Inf]",lsocd,Combined,Playing with other peoples children,461,0.11551155115511551
2004,Female,"(75,Inf]",lsvol,Combined,Volunteer/Charity work,461,0.9887445887445887
2004,Female,"(75,Inf]",lscar,Combined,Caring for disabled spouse/relative,461,1.278877887788779
2005,Male,"(15,25]",lsemp,Combined,Paid employment,1205,26.748218972628422
2005,Male,"(15,25]",lscom,Combined,Travelling to/from paid employment,1205,2.614027149321267
2005,Male,"(15,25]",lserr,Combined,Household errands,1205,1.793409090909091
2005,Male,"(15,25]",lshw,Combined,Housework,1205,3.540224719101124
2005,Male,"(15,25]",lsod,Combined,Outdoor tasks,1205,2.130593093093093
2005,Male,"(15,25]",lschd,Combined,Playing with your children,1205,0.970314318975553
2005,Male,"(15,25]",lsocd,Combined,Playing with other peoples children,1205,0.43047452353169974
2005,Male,"(15,25]",lsvol,Combined,Volunteer/Charity work,1205,0.45146198830409356
2005,Male,"(15,25]",lscar,Combined,Caring for disabled spouse/relative,1205,0.25995316159250587
2005,Male,"(25,35]",lsemp,Combined,Paid employment,1087,39.926207165109034
2005,Male,"(25,35]",lscom,Combined,Travelling to/from paid employment,1087,4.265742924528302
2005,Male,"(25,35]",lserr,Combined,Household errands,1087,2.9785211267605636
2005,Male,"(25,35]",lshw,Combined,Housework,1087,6.005226480836237
2005,Male,"(25,35]",lsod,Combined,Outdoor tasks,1087,4.068713450292398
2005,Male,"(25,35]",lschd,Combined,Playing with your children,1087,7.235323683152393
2005,Male,"(25,35]",lsocd,Combined,Playing with other peoples children,1087,0.32138480392156865
2005,Male,"(25,35]",lsvol,Combined,Volunteer/Charity work,1087,0.48439412484700123
2005,Male,"(25,35]",lscar,Combined,Caring for disabled spouse/relative,1087,0.28703703703703703
2005,Male,"(35,45]",lsemp,Combined,Paid employment,1268,41.77460471119716
2005,Male,"(35,45]",lscom,Combined,Travelling to/from paid employment,1268,4.221115472685639
2005,Male,"(35,45]",lserr,Combined,Household errands,1268,3.4169921875
2005,Male,"(35,45]",lshw,Combined,Housework,1268,6.52457078069323
2005,Male,"(35,45]",lsod,Combined,Outdoor tasks,1268,5.010087719298245
2005,Male,"(35,45]",lschd,Combined,Playing with your children,1268,8.256716171617162
2005,Male,"(35,45]",lsocd,Combined,Playing with other peoples children,1268,0.28541666666666665
2005,Male,"(35,45]",lsvol,Combined,Volunteer/Charity work,1268,0.6247412008281573
2005,Male,"(35,45]",lscar,Combined,Caring for disabled spouse/relative,1268,1.1701016473887136
2005,Male,"(45,55]",lsemp,Combined,Paid employment,1135,38.49836244541485
2005,Male,"(45,55]",lscom,Combined,Travelling to/from paid employment,1135,3.9252930402930404
2005,Male,"(45,55]",lserr,Combined,Household errands,1135,3.426111723631018
2005,Male,"(45,55]",lshw,Combined,Housework,1135,6.257716049382716
2005,Male,"(45,55]",lsod,Combined,Outdoor tasks,1135,5.801219068413392
2005,Male,"(45,55]",lschd,Combined,Playing with your children,1135,4.044300225733634
2005,Male,"(45,55]",lsocd,Combined,Playing with other peoples children,1135,0.345707656612529
2005,Male,"(45,55]",lsvol,Combined,Volunteer/Charity work,1135,0.988
2005,Male,"(45,55]",lscar,Combined,Caring for disabled spouse/relative,1135,1.4630105017502917
2005,Male,"(55,65]",lsemp,Combined,Paid employment,840,22.850217076700435
2005,Male,"(55,65]",lscom,Combined,Travelling to/from paid employment,840,2.2093130140299952
2005,Male,"(55,65]",lserr,Combined,Household errands,840,3.6799713876967095
2005,Male,"(55,65]",lshw,Combined,Housework,840,6.487087517934003
2005,Male,"(55,65]",lsod,Combined,Outdoor tasks,840,7.270803613884926
2005,Male,"(55,65]",lschd,Combined,Playing with your children,840,0.8377646479566716
2005,Male,"(55,65]",lsocd,Combined,Playing with other peoples children,840,0.7944936086529006
2005,Male,"(55,65]",lsvol,Combined,Volunteer/Charity work,840,1.5818496538081108
2005,Male,"(55,65]",lscar,Combined,Caring for disabled spouse/relative,840,1.4402985074626866
2005,Male,"(65,75]",lsemp,Combined,Paid employment,529,3.3324032738095237
2005,Male,"(65,75]",lscom,Combined,Travelling to/from paid employment,529,0.32552790346907995
2005,Male,"(65,75]",lserr,Combined,Household errands,529,4.32203947368421
2005,Male,"(65,75]",lshw,Combined,Housework,529,7.36446608946609
2005,Male,"(65,75]",lsod,Combined,Outdoor tasks,529,10.000572246065808
2005,Male,"(65,75]",lschd,Combined,Playing with your children,529,0.22283813747228381
2005,Male,"(65,75]",lsocd,Combined,Playing with other peoples children,529,0.6756152125279642
2005,Male,"(65,75]",lsvol,Combined,Volunteer/Charity work,529,1.9728982300884956
2005,Male,"(65,75]",lscar,Combined,Caring for disabled spouse/relative,529,0.8814317673378076
2005,Male,"(75,Inf]",lsemp,Combined,Paid employment,337,0.6015325670498084
2005,Male,"(75,Inf]",lscom,Combined,Travelling to/from paid employment,337,0.08461538461538462
2005,Male,"(75,Inf]",lserr,Combined,Household errands,337,4.657393483709273
2005,Male,"(75,Inf]",lshw,Combined,Housework,337,8.687265917602996
2005,Male,"(75,Inf]",lsod,Combined,Outdoor tasks,337,7.294776119402985
2005,Male,"(75,Inf]",lschd,Combined,Playing with your children,337,0.2413127413127413
2005,Male,"(75,Inf]",lsocd,Combined,Playing with other peoples children,337,0.2950191570881226
2005,Male,"(75,Inf]",lsvol,Combined,Volunteer/Charity work,337,1.1259615384615385
2005,Male,"(75,Inf]",lscar,Combined,Caring for disabled spouse/relative,337,2.9484615384615385
2005,Female,"(15,25]",lsemp,Combined,Paid employment,1238,20.589185624793934
2005,Female,"(15,25]",lscom,Combined,Travelling to/from paid employment,1238,2.3816516816516815
2005,Female,"(15,25]",lserr,Combined,Household errands,1238,2.490940940940941
2005,Female,"(15,25]",lshw,Combined,Housework,1238,6.535915259847733
2005,Female,"(15,25]",lsod,Combined,Outdoor tasks,1238,1.0001663339986693
2005,Female,"(15,25]",lschd,Combined,Playing with your children,1238,4.10655737704918
2005,Female,"(15,25]",lsocd,Combined,Playing with other peoples children,1238,0.641359918200409
2005,Female,"(15,25]",lsvol,Combined,Volunteer/Charity work,1238,0.43846153846153846
2005,Female,"(15,25]",lscar,Combined,Caring for disabled spouse/relative,1238,0.4929725085910653
2005,Female,"(25,35]",lsemp,Combined,Paid employment,1149,23.143931535269708
2005,Female,"(25,35]",lscom,Combined,Travelling to/from paid employment,1149,2.4685359888190077
2005,Female,"(25,35]",lserr,Combined,Household errands,1149,4.887219343696028
2005,Female,"(25,35]",lshw,Combined,Housework,1149,15.806714628297362
2005,Female,"(25,35]",lsod,Combined,Outdoor tasks,1149,2.458782849239281
2005,Female,"(25,35]",lschd,Combined,Playing with your children,1149,19.99664548022599
2005,Female,"(25,35]",lsocd,Combined,Playing with other peoples children,1149,0.8030139935414424
2005,Female,"(25,35]",lsvol,Combined,Volunteer/Charity work,1149,0.6181589356346638
2005,Female,"(25,35]",lscar,Combined,Caring for disabled spouse/relative,1149,0.4950711938663746
2005,Female,"(35,45]",lsemp,Combined,Paid employment,1389,22.918718801996672
2005,Female,"(35,45]",lscom,Combined,Travelling to/from paid employment,1389,2.4428591352859135
2005,Female,"(35,45]",lserr,Combined,Household errands,1389,5.438865836791148
2005,Female,"(35,45]",lshw,Combined,Housework,1389,18.568363437328955
2005,Female,"(35,45]",lsod,Combined,Outdoor tasks,1389,3.2487976782752903
2005,Female,"(35,45]",lschd,Combined,Playing with your children,1389,16.36759799833194
2005,Female,"(35,45]",lsocd,Combined,Playing with other peoples children,1389,0.908485639686684
2005,Female,"(35,45]",lsvol,Combined,Volunteer/Charity work,1389,1.065743944636678
2005,Female,"(35,45]",lscar,Combined,Caring for disabled spouse/relative,1389,0.95903330386089
2005,Female,"(45,55]",lsemp,Combined,Paid employment,1200,24.701071080817915
2005,Female,"(45,55]",lscom,Combined,Travelling to/from paid employment,1200,2.6306155861165683
2005,Female,"(45,55]",lserr,Combined,Household errands,1200,5.032706525233044
2005,Female,"(45,55]",lshw,Combined,Housework,1200,17.102245749117742
2005,Female,"(45,55]",lsod,Combined,Outdoor tasks,1200,3.7531815245478035
2005,Female,"(45,55]",lschd,Combined,Playing with your children,1200,4.12159434914228
2005,Female,"(45,55]",lsocd,Combined,Playing with other peoples children,1200,1.4626262626262627
2005,Female,"(45,55]",lsvol,Combined,Volunteer/Charity work,1200,1.1256734006734006
2005,Female,"(45,55]",lscar,Combined,Caring for disabled spouse/relative,1200,2.3004742547425474
2005,Female,"(55,65]",lsemp,Combined,Paid employment,851,11.433769513314967
2005,Female,"(55,65]",lscom,Combined,Travelling to/from paid employment,851,1.0666205624711849
2005,Female,"(55,65]",lserr,Combined,Household errands,851,5.722947510094213
2005,Female,"(55,65]",lshw,Combined,Housework,851,19.838992454505103
2005,Female,"(55,65]",lsod,Combined,Outdoor tasks,851,5.041208053691276
2005,Female,"(55,65]",lschd,Combined,Playing with your children,851,0.4888423988842399
2005,Female,"(55,65]",lsocd,Combined,Playing with other peoples children,851,2.290574712643678
2005,Female,"(55,65]",lsvol,Combined,Volunteer/Charity work,851,1.4744798890429958
2005,Female,"(55,65]",lscar,Combined,Caring for disabled spouse/relative,851,3.3782849239280774
2005,Female,"(65,75]",lsemp,Combined,Paid employment,583,1.3907815631262526
2005,Female,"(65,75]",lscom,Combined,Travelling to/from paid employment,583,0.16007437457741716
2005,Female,"(65,75]",lserr,Combined,Household errands,583,4.933812457221081
2005,Female,"(65,75]",lshw,Combined,Housework,583,20.45337972166998
2005,Female,"(65,75]",lsod,Combined,Outdoor tasks,583,5.03376753507014
2005,Female,"(65,75]",lschd,Combined,Playing with your children,583,0.3179959100204499
2005,Female,"(65,75]",lsocd,Combined,Playing with other peoples children,583,1.336016096579477
2005,Female,"(65,75]",lsvol,Combined,Volunteer/Charity work,583,1.8601070950468541
2005,Female,"(65,75]",lscar,Combined,Caring for disabled spouse/relative,583,3.08502024291498
2005,Female,"(75,Inf]",lsemp,Combined,Paid employment,487,0.18529411764705883
2005,Female,"(75,Inf]",lscom,Combined,Travelling to/from paid employment,487,0.03323262839879154
2005,Female,"(75,Inf]",lserr,Combined,Household errands,487,3.8875730994152047
2005,Female,"(75,Inf]",lshw,Combined,Housework,487,16.10514285714286
2005,Female,"(75,Inf]",lsod,Combined,Outdoor tasks,487,3.376011560693642
2005,Female,"(75,Inf]",lschd,Combined,Playing with your children,487,0.0783433133732535
2005,Female,"(75,Inf]",lsocd,Combined,Playing with other peoples children,487,0.29253731343283584
2005,Female,"(75,Inf]",lsvol,Combined,Volunteer/Charity work,487,1.0180555555555555
2005,Female,"(75,Inf]",lscar,Combined,Caring for disabled spouse/relative,487,1.6598303393213574
2006,Male,"(15,25]",lsemp,Combined,Paid employment,1248,26.26421464108031
2006,Male,"(15,25]",lscom,Combined,Travelling to/from paid employment,1248,2.5448042444200514
2006,Male,"(15,25]",lserr,Combined,Household errands,1248,2.0664324324324324
2006,Male,"(15,25]",lshw,Combined,Housework,1248,3.7734502302515054
2006,Male,"(15,25]",lsod,Combined,Outdoor tasks,1248,2.43345837799214
2006,Male,"(15,25]",lschd,Combined,Playing with your children,1248,1.2455743879472694
2006,Male,"(15,25]",lsocd,Combined,Playing with other peoples children,1248,0.5539606592238171
2006,Male,"(15,25]",lsvol,Combined,Volunteer/Charity work,1248,0.4499619482496195
2006,Male,"(15,25]",lscar,Combined,Caring for disabled spouse/relative,1248,0.460530303030303
2006,Male,"(25,35]",lsemp,Combined,Paid employment,1067,40.74909638554217
2006,Male,"(25,35]",lscom,Combined,Travelling to/from paid employment,1067,4.2827586206896555
2006,Male,"(25,35]",lserr,Combined,Household errands,1067,3.528457772337821
2006,Male,"(25,35]",lshw,Combined,Housework,1067,6.309408926417371
2006,Male,"(25,35]",lsod,Combined,Outdoor tasks,1067,4.170174371451743
2006,Male,"(25,35]",lschd,Combined,Playing with your children,1067,8.049101412066753
2006,Male,"(25,35]",lsocd,Combined,Playing with other peoples children,1067,0.34433085501858735
2006,Male,"(25,35]",lsvol,Combined,Volunteer/Charity work,1067,0.5873069936421436
2006,Male,"(25,35]",lscar,Combined,Caring for disabled spouse/relative,1067,0.39793103448275863
2006,Male,"(35,45]",lsemp,Combined,Paid employment,1250,41.9600065295462
2006,Male,"(35,45]",lscom,Combined,Travelling to/from paid employment,1250,4.175696542463914
2006,Male,"(35,45]",lserr,Combined,Household errands,1250,3.9023125206475058
2006,Male,"(35,45]",lshw,Combined,Housework,1250,7.116339869281045
2006,Male,"(35,45]",lsod,Combined,Outdoor tasks,1250,5.145829244357213
2006,Male,"(35,45]",lschd,Combined,Playing with your children,1250,9.240125978890024
2006,Male,"(35,45]",lsocd,Combined,Playing with other peoples children,1250,0.5551301684532925
2006,Male,"(35,45]",lsvol,Combined,Volunteer/Charity work,1250,0.8173937360178971
2006,Male,"(35,45]",lscar,Combined,Caring for disabled spouse/relative,1250,0.883199079401611
2006,Male,"(45,55]",lsemp,Combined,Paid employment,1127,38.72959001782531
2006,Male,"(45,55]",lscom,Combined,Travelling to/from paid employment,1127,4.240945600584155
2006,Male,"(45,55]",lserr,Combined,Household errands,1127,4.1271645021645025
2006,Male,"(45,55]",lshw,Combined,Housework,1127,6.909350463954318
2006,Male,"(45,55]",lsod,Combined,Outdoor tasks,1127,6.529296177206145
2006,Male,"(45,55]",lschd,Combined,Playing with your children,1127,3.9472998137802606
2006,Male,"(45,55]",lsocd,Combined,Playing with other peoples children,1127,0.5445769449176604
2006,Male,"(45,55]",lsvol,Combined,Volunteer/Charity work,1127,0.8808411214953271
2006,Male,"(45,55]",lscar,Combined,Caring for disabled spouse/relative,1127,1.3972088353413654
2006,Male,"(55,65]",lsemp,Combined,Paid employment,871,23.244784085395438
2006,Male,"(55,65]",lscom,Combined,Travelling to/from paid employment,871,2.429985119047619
